Id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
635,Madella,Marquiss,Female,51,10/8/1976,46,Middle Age,VP Marketing,n/a,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875
636,Austine,Speedy,Female,38,5/23/1940,83,Very Old,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
637,Wolf,Craft,Male,93,7/19/1995,28,Young,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
638,Aldin,Newsome,Male,24,7/6/1981,42,Middle Age,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
639,Sindee,Jasik,Female,18,10/21/1942,80,Very Old,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
640,Truman,Arlett,Male,58,6/25/1958,65,Old,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
641,Gordon,Rewan,Male,42,1/7/1988,35,Young,Chief Design Engineer,n/a,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225
642,Israel,Brough,Male,29,10/29/1976,46,Middle Age,,n/a,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225
643,Leticia,Hovenden,Female,98,4/3/1997,26,Young,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.71875
644,Caritta,Compston,Female,86,4/25/1958,65,Old,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.71875
645,Annabelle,Hanwell,Female,11,11/28/1951,71,Old,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
646,Darryl,Hovee,Female,2,4/28/1944,79,Old,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
647,Orly,Nesbitt,Female,6,3/25/1985,38,Young,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
648,Margette,Gibard,Female,34,7/6/1942,81,Very Old,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7125
649,Nicol,Bertot,Female,25,9/11/1977,46,Middle Age,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7125
650,Nobe,Trowsdale,Male,12,7/12/1968,55,Middle Age,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7125
651,Stephen,Tittershill,Male,73,12/21/1991,31,Young,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7125
652,Giselbert,Pickring,Male,94,7/28/1959,64,Old,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
653,Shane,Diss,Female,50,10/29/1980,42,Middle Age,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
654,Lisette,Davers,Female,59,10/26/1940,82,Very Old,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
655,Kippar,Whyatt,Male,13,1/21/1960,63,Old,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
656,Xenia,Maleck,Female,41,2/14/1960,63,Old,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
657,Essie,Withur,Female,42,2/26/1941,82,Very Old,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7055
658,Cecil,Gant,Male,52,7/16/1976,47,Middle Age,,n/a,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7055
659,Lillis,Eshmade,Female,50,10/12/1974,48,Middle Age,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7055
660,Ted,Izacenko,Male,3,8/1/1959,64,Old,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7055
661,Nixie,Shoesmith,Female,45,12/4/1956,66,Old,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.70390625
662,Briana,Trill,Female,5,3/18/1944,79,Old,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.70390625
663,Cobbie,Bruyett,Male,20,3/19/1956,67,Old,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
664,Wrennie,Dwelly,Female,23,3/11/1940,83,Very Old,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
665,Sibylla,Kibble,Female,73,8/5/1962,61,Old,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
666,Kariotta,Naper,Female,8,4/7/1952,71,Old,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
667,Wylie,Huntingdon,Male,99,8/11/1966,57,Middle Age,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
668,Lizbeth,Garvan,Female,36,9/6/1996,27,Young,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
669,Averil,Ackery,Male,93,9/9/1970,53,Middle Age,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
670,Myrtie,Ostrich,Female,70,6/18/1996,27,Young,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
671,Ross,Vidgen,Male,17,12/28/1947,75,Old,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7
672,Sibby,Skinner,Female,25,5/5/1981,42,Middle Age,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7
673,Selle,Casper,Female,98,3/27/1978,45,Middle Age,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
674,Andrew,Froment,Male,58,7/19/1977,46,Middle Age,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
675,Maurizia,Ritmeyer,Female,95,4/9/1980,43,Middle Age,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
676,Keenan,Moriarty,Male,67,12/23/1994,28,Young,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
677,Davide,Senten,Male,22,2/23/1941,82,Very Old,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
678,Renie,Fiveash,Female,92,10/10/1992,30,Young,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
679,Willard,Booton,Male,69,9/2/1938,85,Very Old,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
680,Debby,Balmadier,Female,53,6/24/1992,31,Young,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.690625
681,Rockie,MacKibbon,Male,42,4/20/1978,45,Middle Age,,n/a,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.690625
682,Harvey,Dwelley,Male,70,8/30/1973,50,Middle Age,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.690625
683,Patrice,Pariss,Male,96,6/15/1954,69,Old,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.690625
684,Arman,Yakubov,Male,68,10/7/1977,45,Middle Age,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.690625
685,Gardiner,Gypps,Male,91,6/1/1991,32,Young,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.690625
686,Cathleen,Le Teve,Female,75,11/6/1950,72,Old,Recruiting Manager,n/a,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.690625
687,Thaddus,Joder,Male,31,12/10/1957,65,Old,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
688,Josepha,Clamp,Female,12,11/3/1961,61,Old,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
689,Jillane,Simion,Female,8,7/3/1974,49,Middle Age,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
690,Lynnell,Shoesmith,Female,44,1/29/1981,42,Middle Age,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
691,Mandie,MacAdie,Female,39,12/25/1974,48,Middle Age,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
692,Ferdinand,Billie,Male,97,9/4/1965,58,Middle Age,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
693,Suzy,Bussens,Female,44,4/29/1973,50,Middle Age,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
694,Emeline,Vezey,Female,37,8/7/1953,70,Old,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
695,Cissiee,Baylis,Female,99,7/22/1951,72,Old,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
696,Roldan,Raybould,Male,27,11/18/1975,47,Middle Age,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
697,Barth,Weare,Male,18,8/22/1946,77,Old,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
698,Alta,Pithcock,Female,64,11/18/1999,23,Young,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
699,Marc,Keunemann,Male,57,9/4/1972,51,Middle Age,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
700,Bertine,Smalles,Female,85,12/10/1983,39,Young,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
701,Wilbert,O'Loughnan,Male,14,5/18/1983,40,Middle Age,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
702,Seymour,Fellibrand,Male,28,10/11/1971,51,Middle Age,Structural Analysis Engineer,n/a,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
703,Miran,Runchman,Female,47,7/9/1975,48,Middle Age,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
704,Dorotea,Fenwick,Female,74,10/12/1950,72,Old,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
705,Jenny,Massy,Female,82,10/16/1963,59,Middle Age,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
706,Hyman,Petrolli,Male,8,9/9/1965,58,Middle Age,Senior Sales Associate,n/a,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375
707,Beatrix,McGivena,Female,26,10/18/1966,56,Middle Age,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
708,Nalani,Hallad,Female,15,11/30/1999,23,Young,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
709,Inglebert,Butland,Male,71,1/30/1966,57,Middle Age,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
710,Brendis,Pineaux,Male,12,1/15/1978,45,Middle Age,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
711,Jaimie,Lancastle,Male,71,10/23/1972,50,Middle Age,VP Marketing,n/a,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715
712,Glendon,Malham,Male,36,8/21/1965,58,Middle Age,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
713,Morganica,Bentke,Female,40,1/3/1977,46,Middle Age,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
714,Calida,Schaben,Female,54,3/6/1969,54,Middle Age,Recruiting Manager,n/a,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.669375
715,Hallsy,Voysey,Male,83,3/11/1970,53,Middle Age,Business Systems Development Analyst,n/a,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.669375
716,Lanny,Currall,Male,37,10/23/1997,25,Young,Developer IV,n/a,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.669375
717,Son,Varney,Male,75,11/2/1993,29,Young,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.669375
718,Bartram,Caltun,Male,28,9/15/1956,66,Old,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.669375
719,Halette,Borsi,Female,60,12/10/1961,61,Old,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.669375
720,Killie,Densie,Male,87,3/28/1997,26,Young,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
721,Mandi,Adamsson,Female,40,4/7/1992,31,Young,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625
722,Kylila,Basezzi,Female,94,6/11/1945,78,Old,Assistant Manager,n/a,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625
723,Yardley,Matten,Male,35,3/6/1991,32,Young,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625
724,Shepperd,Leonards,Male,17,4/14/1981,42,Middle Age,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625
725,Hamel,Curzey,Male,11,4/4/1990,33,Young,Structural Engineer,n/a,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625
726,Fancie,Woofendell,Female,68,9/17/1966,56,Middle Age,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625
727,Zebulen,Emtage,Male,52,9/1/1963,60,Old,Senior Developer,n/a,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625
728,Micheil,Fleote,Male,48,9/20/1975,47,Middle Age,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
729,Cecily,Faircley,Female,42,6/12/1947,76,Old,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
730,Glory,Chilcott,Female,49,9/9/1939,84,Very Old,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875
731,Sinclair,Wark,Male,68,2/21/1974,49,Middle Age,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875
732,Tomaso,Horsley,Male,97,4/16/2001,22,Young,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875
733,Gilli,Christophers,Female,70,3/2/1948,75,Old,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625
734,Errick,Burgin,Male,87,8/19/1998,25,Young,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625
735,Damian,Renard,Male,43,7/19/1976,47,Middle Age,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625
736,Agnola,Batterson,Female,86,1/3/1980,43,Middle Age,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545
737,Riki,Wandtke,Female,25,5/12/1962,61,Old,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125
738,Mikol,Eck,Male,99,7/25/1975,48,Middle Age,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125
739,Phyllis,Wibberley,Female,7,1/10/1971,52,Middle Age,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
740,Burt,Vasechkin,Male,33,4/15/1950,73,Old,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125
741,Trudie,Phinnessy,Female,45,7/4/1960,63,Old,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,751,0.648125
742,Frederigo,Cribbott,Male,35,3/15/1965,58,Middle Age,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,NSW,Australia,8,754,0.646
743,Glenda,Eliet,Female,87,6/17/1974,49,Middle Age,Quality Control Specialist,n/a,Mass Customer,N,No,12,1 Fordem Way,3844,VIC,Australia,7,755,0.64
744,Darb,,Male,80,6/4/1969,54,Middle Age,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,QLD,Australia,5,755,0.64
745,Cal,Van den Velde,Male,22,3/18/1996,27,Young,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,VIC,Australia,6,755,0.64
746,Stephani,Sidsaff,Female,32,9/29/1973,49,Middle Age,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,NSW,Australia,11,755,0.64
747,Meade,Bampton,Male,69,4/25/1982,41,Middle Age,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,NSW,Australia,7,755,0.64
748,Flore,Cashen,Female,79,6/21/1978,45,Middle Age,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,NSW,Australia,4,760,0.6375
749,Leighton,Firbanks,Male,51,12/22/1973,49,Middle Age,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,760,0.6375
750,Petr,Westman,Male,5,11/2/1987,35,Young,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,QLD,Australia,7,760,0.6375
751,Yorgos,Dewhurst,Male,6,9/9/1950,73,Old,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,QLD,Australia,1,760,0.6375
752,Simmonds,Bapty,Male,52,1/4/2002,21,Young,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,760,0.6375
753,Hagen,MacCarter,Male,93,2/8/1983,40,Middle Age,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,VIC,Australia,9,760,0.6375
754,Cazzie,Stanwix,Male,37,10/1/1960,62,Old,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,760,0.6375
755,Geoff,Gwillym,Male,89,2/22/1999,24,Young,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,760,0.6375
756,Simonette,,Female,4,4/6/1990,33,Young,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,NSW,Australia,8,760,0.6375
757,Deirdre,Sturgeon,Female,11,12/22/1965,57,Middle Age,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,NSW,Australia,10,760,0.6375
758,Andrea,Pendle,Female,86,8/5/1938,85,Very Old,,n/a,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,760,0.6375
759,Juliann,Siemantel,Female,86,12/15/1947,75,Old,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,760,0.6375
760,Janaye,Eade,Female,23,12/13/1984,38,Young,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,NSW,Australia,3,760,0.6375
761,Dylan,Stranio,Male,47,4/2/1953,70,Old,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,NSW,Australia,8,773,0.63
762,Mel,Rochford,Female,11,7/23/1989,34,Young,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,VIC,Australia,9,774,0.626875
763,Elvin,Trayhorn,Male,46,6/2/1993,30,Young,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,NSW,Australia,10,774,0.626875
764,Sonni,Milligan,Female,73,3/5/1988,35,Young,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,VIC,Australia,9,774,0.626875
765,Kellina,Haygreen,Female,38,1/19/1966,57,Middle Age,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,NSW,Australia,10,778,0.625
766,Yuma,Dennick,Male,40,11/10/1972,50,Middle Age,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,NSW,Australia,8,778,0.625
767,Ashleigh,,Female,46,4/5/1996,27,Young,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,6,922 Utah Avenue,3204,VIC,Australia,12,780,0.62421875
768,Therese,Brotherhood,Female,30,7/28/1981,42,Middle Age,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,NSW,Australia,10,780,0.62421875
769,Pansie,Beccero,Female,35,7/7/1964,59,Middle Age,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,QLD,Australia,5,782,0.6205
770,Reinaldos,Simmig,Male,55,1/15/1955,68,Old,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,VIC,Australia,10,782,0.6205
771,Calhoun,Mussington,Male,98,10/13/1992,30,Young,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,NSW,Australia,9,782,0.6205
772,Winn,Wells,Male,66,4/12/1994,29,Young,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,NSW,Australia,10,785,0.62
773,Rafi,Brettelle,Male,89,8/12/1956,67,Old,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,786,0.61625
774,Fey,,Female,48,9/4/1957,66,Old,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,786,0.61625
775,Verne,Loalday,Male,1,3/20/1982,41,Middle Age,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,NSW,Australia,10,788,0.6125
776,Eleonora,Wiszniewski,Female,49,4/23/1980,43,Middle Age,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,QLD,Australia,2,788,0.6125
777,Fayre,Brannigan,Female,32,10/13/1992,30,Young,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,NSW,Australia,10,788,0.6125
778,Eachelle,Noirel,Female,93,1/26/1974,49,Middle Age,Registered Nurse,Health,Affluent Customer,N,Yes,11,80 Schiller Center,2292,NSW,Australia,6,791,0.612
779,Carl,Troyes,Male,4,3/12/1973,50,Middle Age,Associate Professor,Property,Mass Customer,N,No,7,1217 Melody Alley,3109,VIC,Australia,10,791,0.612
780,Cordie,Brankley,Female,79,9/21/1954,68,Old,Librarian,Entertainment,High Net Worth,N,No,18,46 Westerfield Place,2195,NSW,Australia,6,793,0.6109375
781,Jackie,Pays,Male,21,11/9/1955,67,Old,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,794,0.605625
782,Carroll,Schlagman,Female,61,8/25/1951,72,Old,Clinical Specialist,Health,Affluent Customer,N,No,13,15 Fisk Road,2099,NSW,Australia,9,795,0.6035
783,Frans,Idale,Male,1,10/3/1969,53,Middle Age,Nurse,Manufacturing,Mass Customer,N,No,10,96 Hermina Place,4350,QLD,Australia,2,795,0.6035
784,Amara,Clow,Female,47,11/17/1966,56,Middle Age,Biostatistician IV,Financial Services,Mass Customer,N,Yes,13,99376 Namekagon Street,3101,VIC,Australia,12,797,0.6
785,Anthony,Morison,Male,7,6/8/1938,85,Very Old,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,797,0.6
786,Cherye,Stanfield,Female,0,7/5/1981,42,Middle Age,Environmental Tech,Manufacturing,Affluent Customer,N,No,13,56766 Mariners Cove Place,2256,NSW,Australia,9,797,0.6
787,Ansell,Tolhurst,Male,77,8/11/1949,74,Old,Chemical Engineer,Manufacturing,Affluent Customer,N,No,22,13 Montana Place,2232,NSW,Australia,10,797,0.6
788,Erminie,Rabidge,Female,64,3/9/1982,41,Middle Age,,Manufacturing,High Net Worth,N,No,17,1969 Melody Lane,2170,NSW,Australia,8,801,0.59765625
789,Rosene,Beckey,Female,25,5/21/1974,49,Middle Age,Account Executive,Health,Mass Customer,N,Yes,14,02463 Portage Center,2107,NSW,Australia,11,801,0.59765625
790,Darlleen,Shalcras,Female,77,9/14/1980,42,Middle Age,Health Coach I,Health,Mass Customer,N,No,11,383 Graceland Avenue,2010,NSW,Australia,10,801,0.59765625
791,Bryon,Goundry,Male,79,2/5/1951,72,Old,Marketing Manager,Manufacturing,Mass Customer,N,No,21,005 Kensington Street,4165,QLD,Australia,5,804,0.595
792,Sherwin,Minocchi,Male,71,7/13/1947,76,Old,Project Manager,n/a,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,804,0.595
793,Luci,Dyter,Female,12,5/30/1952,71,Old,Software Test Engineer I,Manufacturing,High Net Worth,N,No,20,2 Namekagon Trail,3981,VIC,Australia,7,804,0.595
